"KEY","C","F","H","Time"
"-M_v-e81NRWsiOgwwyFL","32","89.599998","49","1621286238"
"-M_v-eUWzGjf_f3yLK5D","32","89.599998","49","1621286240"
"-M_v-eq0L9KlkaGvaErQ","32","89.599998","49","1621286241"
"-M_v-fBV3wGRcgCjQz4w","32","89.599998","49","1621286243"
"-M_v-fXyvO20bKhe49Vo","32","89.599998","49","1621286244"
"-M_v-ftQuBkGbfu2S9Va","32","89.599998","49","1621286246"
"-M_v-gEyApU4hnpPGK3M","32","89.599998","49","1621286247"
"-M_v-gaSJnixAKPveknm","32","89.599998","49","1621286249"
"-M_v-gwuNziehw_iNU70","32","89.599998","49","1621286250"
"-M_v-hIONnn6OueVFzp9","32","89.599998","49","1621286251"
"-M_v-hdrFHKXaWe4KY38","32","89.599998","49","1621286253"
"-M_v-i-Nn33P_Lghfjv1","32","89.599998","49","1621286254"
"-M_v-iLrwLJwiwwMaVz5","32","89.599998","49","1621286256"
"-M_v-ihLMddFE0VyLCNm","32","89.599998","49","1621286257"
"-M_v-j2quZbgwllDP1l2","32","89.599998","49","1621286259"
"-M_v-jPIs2zePd4wUCFN","32","89.599998","49","1621286260"
"-M_v-jknWaDLzp2dcTj1","32","89.599998","49","1621286261"
"-M_v-k6I468pgEsa5agM","32","89.599998","49","1621286263"
"-M_v-kSk_GKV7YxX2n0B","32","89.599998","49","1621286264"
"-M_v-koCQeh4ga7FDqWD","32","89.599998","49","1621286266"
"-M_v-l9gSIrpqjSJueOB","32","89.599998","49","1621286267"
"-M_v-lWCglbaz7HzmTwt","32","89.599998","49","1621286269"
"-M_v-ltFUXOZJleO7kyt","32","89.599998","49","1621286271"
"-M_v-mEmM-QBB0YLLGKq","32","89.599998","49","1621286272"
"-M_v-maFbPy3VPZXA5le","32","89.599998","49","1621286273"
"-M_v-mwjfpxhPEwlaIef","32","89.599998","49","1621286275"
"-M_v-nIE7S6NkUODGmxi","32","89.599998","49","1621286276"
"-M_v-nnuAWmXmhD5LY25","32","89.599998","49","1621286278"
"-M_v-o9Nbbp1QJWi6z3L","32","89.599998","49","1621286280"
"-M_v-oVr7mpR6zTD15VB","32","89.599998","49","1621286281"
"-M_v-orK54Qlpk6EBma-","32","89.599998","49","1621286283"
"-M_v-pCodI26k3m0329U","32","89.599998","49","1621286284"
"-M_v-pZJP6z7boCI3_Nx","32","89.599998","49","1621286286"
"-M_v-punWdycCqhO6Bi5","32","89.599998","49","1621286287"
"-M_v-qGHJd6Sd4MITgKg","32","89.599998","49","1621286289"
"-M_v-qbk1YmMf7cJ2Zd4","32","89.599998","49","1621286290"
"-M_v-qyBmnAB6MJgxTVs","32","89.599998","49","1621286291"
"-M_v-rJe5mvqSdnW14aP","32","89.599998","49","1621286293"
"-M_v-rf7p5JERwfRYYDD","32","89.599998","49","1621286294"
"-M_v-s0_BF3dn8_D9I7_","32","89.599998","49","1621286296"
"-M_v-sN0c0daoAIqvVlG","32","89.599998","49","1621286297"
"-M_v-siWWX54_4I1IxUH","32","89.599998","49","1621286299"
"-M_v-t40iSOhR_iUee02","32","89.599998","49","1621286300"
"-M_v-tQVtkvtrCITDz0k","32","89.599998","49","1621286301"
"-M_v-tm0StTh1VpWA1Ig","32","89.599998","49","1621286303"
"-M_v-u7W3mG5WQuY1-xl","32","89.599998","49","1621286304"
"-M_v-uU-ooBN5yEARl10","32","89.599998","49","1621286306"
"-M_v-upT6gh2Y8yCYn6L","32","89.599998","49","1621286307"
"-M_v-vBCVu6N7D72CJYG","32","89.599998","49","1621286309"
"-M_v-vXhrgqmCoTSa3rw","32","89.599998","49","1621286310"
"-M_v-vtCh3_rQfJV1C57","32","89.599998","49","1621286312"
"-M_v-wEgqOlzTmcJzOBp","32","89.599998","49","1621286313"
"-M_v-waADIqO8k3zgARz","32","89.599998","49","1621286314"
"-M_v-wwcieBcUt45JZGT","32","89.599998","49","1621286316"
"-M_v-xI8cWonsz8cMCfH","32","89.599998","49","1621286317"
"-M_v-xddKBYD4qcfhBdP","32","89.599998","49","1621286319"
"-M_v-y-3wNL-OvcJA1nP","32","89.599998","49","1621286320"
"-M_v-yLatAPHhcyo4xkH","32","89.599998","49","1621286322"
"-M_v-yh3zYRBvwRFWdxy","32","89.599998","49","1621286323"
"-M_v-z2raEszQslTCORZ","32","89.599998","49","1621286325"
"-M_v-zPS2RYwuR8ReSRA","32","89.599998","49","1621286326"
"-M_v-zkvMjVCvXUUZoGY","32","89.599998","49","1621286327"
"-M_v0-6M2Y9XhitZf1ac","32","89.599998","49","1621286329"
"-M_v0-Sm7JK00Rh4CA0-","32","89.599998","49","1621286330"
"-M_v0-pqWh9J_kbM-oEI","32","89.599998","49","1621286332"
"-M_v00BIs66BD1gOacUz","32","89.599998","49","1621286333"
"-M_v00Xm7JIdNJs4us-e","32","89.599998","49","1621286334"
"-M_v00tE0ZF4t74r8BLH","32","89.599998","49","1621286336"
"-M_v01Ehajd4aQ-hyc6a","32","89.599998","49","1621286337"
"-M_v01aAe3XqzN2lMd1y","32","89.599998","49","1621286339"
"-M_v01wfwqlbH9HZDd3E","32","89.599998","49","1621286340"
"-M_v02I9BW364jQ2ZJcZ","32","89.599998","49","1621286342"
"-M_v02dd4wSaMaOTJcRI","32","89.599998","49","1621286343"
"-M_v03-7ThYt5e-QyxSz","32","89.599998","49","1621286345"
"-M_v03LasrweM9oBKvLo","32","89.599998","49","1621286346"
"-M_v03h3YqvgLGYVKuXY","32","89.599998","49","1621286347"
"-M_v042ZCrdgkPFmu_QN","32","89.599998","49","1621286349"
"-M_v04P3JE2Rbv1r-jv9","32","89.599998","49","1621286350"
"-M_v04kWdurCuwxs8l0c","32","89.599998","49","1621286352"
"-M_v0560V0HDDKxowuGa","32","89.599998","49","1621286353"
"-M_v05STizRs1_-rWfyd","32","89.599998","49","1621286355"
"-M_v05nwQjw5-EtoA3H7","32","89.599998","49","1621286356"
"-M_v069OO09WEGqTt7w-","32","89.599998","49","1621286358"
"-M_v06VqHMb6RIY5zLCY","32","89.599998","49","1621286359"
"-M_v06rIDN3rZjpOSMjj","32","89.599998","49","1621286360"
"-M_v07ClXqSJxb4Ivm-F","32","89.599998","49","1621286362"
"-M_v07ZEs3moX07r-AyI","32","89.599998","49","1621286363"
"-M_v07uhV27iG2wEydH5","32","89.599998","49","1621286365"
"-M_v08GBRV2TOv9CE4Mw","32","89.599998","49","1621286366"
"-M_v08bdGEw7j2JNaQLs","32","89.599998","48","1621286368"
"-M_v08y8dSOUsdv8pMEu","32","89.599998","48","1621286369"
"-M_v09JakyIH53NJ_yOf","32","89.599998","48","1621286370"
"-M_v09f-Cc1HC8ktgLxN","32","89.599998","48","1621286372"
"-M_v0A0TeyjpMGsLlsd5","32","89.599998","48","1621286373"
"-M_v0AMvIYZSbH6zy84_","32","89.599998","48","1621286375"
